src,dst,proto,sport,dport,pkt_count,byte_count,duration,avg_pkt_size,flags_score
10.0.0.77,10.0.0.2,TCP,55159,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49861,22,1,40,0.0,40.0,2.0
10.0.0.99,10.0.0.2,TCP,56681,92,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49618,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48973,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42500,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62983,22,1,40,0.0,40.0,2.0
10.0.0.99,10.0.0.2,TCP,49325,94,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43010,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,44950,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51917,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40734,22,1,40,0.0,40.0,2.0
10.0.0.99,10.0.0.2,TCP,55122,96,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42540,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50131,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42370,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54416,22,1,40,0.0,40.0,2.0
10.0.0.99,10.0.0.2,TCP,48026,98,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64487,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41992,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58215,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47860,22,1,40,0.0,40.0,2.0
10.0.0.99,10.0.0.2,TCP,58734,100,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58224,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50451,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57171,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54251,22,1,40,0.0,40.0,2.0
10.0.0.99,10.0.0.2,TCP,41659,102,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54334,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54369,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43531,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62702,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,58639,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,40131,104,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59579,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,61117,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59165,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43232,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,41189,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,42566,106,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52825,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42478,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62000,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42424,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,49717,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,57249,108,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47970,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,63888,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59791,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50655,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,53539,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,51405,110,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57045,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42747,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42598,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55377,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,64475,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,57024,112,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43819,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59800,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53835,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54801,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,43107,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,50409,114,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54185,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48006,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40163,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42919,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,52510,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,44165,116,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60427,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60305,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47592,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55470,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,40457,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,51340,118,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57142,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,44809,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,61364,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60766,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,53452,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,46865,120,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52638,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57855,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64139,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50066,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,49083,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,44376,122,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62525,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43980,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52097,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41119,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,58284,53,2,456,0.34801602363586426,228.0,0.0
10.0.0.99,10.0.0.2,TCP,57138,124,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49860,22,2,80,0.022497892379760742,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42885,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49933,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52507,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,60054,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,52691,126,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50759,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55632,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42883,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43644,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,46912,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,52013,128,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62719,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41618,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52984,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47370,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,40089,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,43818,130,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56028,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48069,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,44700,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64522,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,52716,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,46084,132,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64927,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51370,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50873,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47761,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,62233,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,41010,134,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41653,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,45475,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43768,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47875,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,58971,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,49116,136,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48130,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58114,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47054,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64154,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,47939,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,53831,138,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54297,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62812,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47805,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43245,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,54323,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,47729,140,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,44371,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57644,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60524,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,51301,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,56490,142,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,63219,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60047,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53529,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,61063,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,44773,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,56638,144,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40727,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51722,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53873,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42920,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,63233,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,54850,146,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46351,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53861,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,63594,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,53829,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,52325,148,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48164,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51274,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52285,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40069,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,55252,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,46171,150,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56767,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,45499,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,45653,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49037,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,63390,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,49574,152,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51642,22,1,40,0.0,40.0,2.0
